id,institution,source_group,topic,title,evidence_date,year,fact,why,url,evidence_type,importance,verification_status,evidence_class,source_authority,authority_score,implementation_evidence,confidence_score,confidence_label,status,ingested_at
E0098,덕성여자대학교,국내 대학,Institutional Transformation,AI 기본교육과정 개발 지원사업 전담조직 운영,2026-05,2026,"덕성여대 대학교육혁신원은 AI융합교육혁신센터와 AI수업지원팀을 통해 AI 기초교양·소단위전공 교과목 개발·운영, AI 교육 관련 규정·지침 개정, 교수법 역량강화, K-MOOC 개발, AI 역량 진단과 교육효과 환류 업무를 담당하는 전담인력을 운영합니다.",선정 사실을 넘어 교과목·규정·교수지원·역량진단·환류까지 포함한 구체적인 대학 실행구조가 확인되는 L2 사례입니다.,https://innovation.duksung.ac.kr/,대학 공식 운영근거,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0102,부산외국어대학교,국내 대학,AI Curriculum & Competencies,외국어·지역학 연계 AI 기초교육 모델 개발,2026-04-30,2026,"부산외대는 AI·로봇 윤리, AI 프롬프트 언어학, AI 활용 콘텐츠 개발·제작, AI 활용 디지털 마케팅 등을 대표 교과목으로 제시하며 외국어·지역학 특성과 AI를 결합한 기초교육 모델 구축 계획을 공식 공개했습니다.",대학 고유 전공 특성과 AI 기본교육을 연결한 구체적인 교과 수준 계획이 확인돼 L2 후보로 분류할 수 있습니다.,https://www.bufs.ac.kr/bbs/board.php?bo_table=bufs_movement&wr_id=1392,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0090,한국대학교육협의회·교육부·카카오임팩트,국내 정책·지원기관,AI Curriculum & Competencies,대학 AI 기본교육과정 민·관·학 협력형 문제해결 수업 지원,2026-04-29,2026,20개 참여대학을 대상으로 현직 개발자와 사회혁신가가 멘토로 참여하는 문제해결형 수업 운영을 지원하는 민·관·학 협력 구조가 마련됐습니다.,AI 기본교육 사업이 교과목 개발뿐 아니라 외부 전문가와 연결된 문제해결형 학습모델로 확장되는 구현 근거입니다.,https://www.kcue.or.kr/news/sub05/sub01.php?at=view&idx=658588,민관학 구현협력,참고,verified,official-primary,A,3,1,,,active,2026-08-27 01:47:09
E0105,국립경국대학교,국내 대학,AI Curriculum & Competencies,전교생 AI 기본교육 본격화,2026-04-28,2026,국립경국대는 2026년 대학 AI 기본교육과정 개발 지원사업 수행을 공식화하고 전교생 AI 기본교육을 본격화한다고 발표했습니다.,기관 공식자료에서 전교생 대상 실행 방향과 사업 수행기간이 확인돼 L2 후보를 구체화하는 근거입니다.,https://www.gknu.ac.kr/main/board/view.do?board_idx=230128&manage_idx=1&menu_idx=72&search.category1=106,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0103,전주대학교,국내 대학,AI Curriculum & Competencies,전교생 AI 기본교육 체계 및 단계형 교육과정 구축,2026-04-27,2026,전주대는 신입생 AI 필수교과·기초교양에서 소단위전공 연계 심화·프로젝트 학습으로 이어지는 전교생 대상 단계형 AI 교육과정 구축 계획을 공식 발표했습니다.,대상·교육단계·교육과정 구조가 구체적으로 확인되는 기관별 L2 implementation 근거입니다.,https://www.jj.ac.kr/jj/introduction/jjnews.do?articleNo=521504&mode=view,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0104,전주대학교,국내 대학,Institutional Transformation,총장 직속 AI 융합교육혁신원 기반 통합 거버넌스,2026-04-27,2026,"전주대는 총장 직속 AI 융합교육혁신원을 중심으로 교육과정 개발, 교수역량 강화, 성과관리를 통합 운영하고 전공·비전공 교수 팀티칭과 K-MOOC·학점교류를 통한 확산을 추진한다고 밝혔습니다.",AI 기본교육을 교육과정뿐 아니라 교수개발·성과관리·공유까지 연결한 대학 실행 거버넌스 근거입니다.,https://www.jj.ac.kr/jj/introduction/jjnews.do?articleNo=521504&mode=view,대학 공식 거버넌스,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0106,동신대학교,국내 대학,AI Curriculum & Competencies,AI-Human Bridge 전주기 AI 교육 체계 구축,2026-04-27,2026,"동신대는 AI융합교육센터를 중심으로 기초교양, 소단위전공, 교수역량을 연결하는 전주기 AI 교육 체계 구축을 공식화했습니다.",학생 기초교육·전공연계·교수역량을 하나의 기관 실행체계로 연결한 L2 근거입니다.,https://www.dsu.ac.kr/kr/index.php?idx=26923&mode=view&pCode=dsunews&pg=3,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0100,국립한밭대학교,국내 대학,AI Curriculum & Competencies,전교생 AI 기본교육 체계 구축,2026-04-24,2026,국립한밭대는 AI 기초 교과와 전공 연계 교육을 단계적으로 운영해 전교생이 AI 리터러시부터 전공 기반 문제해결 역량까지 갖추도록 하는 AI 기본교육 체계 구축 계획을 공식 발표했습니다.,사업 선정 외에 대학 전체 대상 교육체계와 단계적 교육모델이 기관 공식자료에서 구체화된 L2 근거입니다.,https://www.hanbat.ac.kr/prog/bbsArticle/BBSMSTR_000000000053/view.do?mno=sub07_0402&nttId=B000000165940Rp1aA8r,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0113,건국대학교 GLOCAL캠퍼스,국내 대학,AI Curriculum & Competencies,전교생 AI 기초교양 및 계열별 AI 활용 소단위전공 개발·운영,2026-04-24,2026,"건국대 GLOCAL캠퍼스는 전교생 대상 AI 기초 교양 교육과정과 비공학계열 전공에서 활용하는 계열별 AI 활용 소단위 전공과정을 개발·운영하고, 윤리적 활용과 비판적 사고부터 전공연계 활용역량까지 단계적으로 강화할 계획을 공식화했습니다.",학생 대상·교육단계·비공학 전공연계가 구체적으로 명시된 기관별 구현계획으로 L2 후보 근거입니다.,https://www.kku.ac.kr/cms/FR_CON/BoardView.do?BBS_SEQ=119952&BOARD_SEQ=33&MENU_ID=1810&SITE_NO=2,대학 공식 추진계획,핵심,verified,official-primary,C,1,0,75,MEDIUM,active,2026-08-27 01:47:09
E0114,건국대학교 GLOCAL캠퍼스,국내 대학,Faculty & Workforce,교수자 AI 교육역량 연수·지원 및 교육품질관리 체계 구축,2026-04-24,2026,건국대 GLOCAL캠퍼스는 AI 기본교육과정과 함께 교수자 AI 교육역량 강화를 위한 연수·지원체계와 교육 품질관리 시스템을 구축하고 개발 교육과정을 타 대학과 공유할 계획을 밝혔습니다.,학생 교육과 함께 교수자 역량·품질관리·확산까지 기관 수준의 실행요소가 확인됩니다.,https://www.kku.ac.kr/cms/FR_CON/BoardView.do?BBS_SEQ=119952&BOARD_SEQ=33&MENU_ID=1810&SITE_NO=2,대학 공식 추진계획,핵심,verified,official-primary,C,1,0,75,MEDIUM,active,2026-08-27 01:47:09
E0005,한국대학교육협의회 (KCUE),국내 정책·지원기관,AI Curriculum & Competencies,대학 AI 기본교육과정 개발 지원사업 20개교 선정,2026-04-23,2026,전공과 관계없이 모든 대학생의 보편적 AI 역량 함양을 목표로 20개 대학이 선정되었습니다.,국내 대학 AI 기초교육의 정책적 규모와 선정 기준을 확인할 수 있습니다.,https://www.kcue.or.kr/news/sub03/sub01.php?at=view&idx=2765089,정책사업,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0088,한국대학교육협의회·교육부,국내 정책·지원기관,AI Curriculum & Competencies,2026 대학 AI 기본교육과정 개발 지원사업 선정평가 결과(안),2026-04-23,2026,"교육부·대교협은 2026년 4월 23일 선정평가 결과(안) 20개교를 발표했습니다. 당시 비수도권 명단에는 순천향대학교가 포함됐으며, 인공지능 중심대학 선정 여부 확인 등 후속 절차를 거쳐 최종 20개교를 확정한다고 명시했습니다.","최종 참여대학 명단과 구분해야 하는 1차 선정평가 결과이며, 이후 UPDATED 이력을 추적하는 기준점입니다.",https://www.kcue.or.kr/news/sub03/sub01.php?at=view&idx=2765089,선정결과·사업시행,핵심,verified,official-primary,A,3,1,,,active,2026-08-27 01:47:09
E0092,동국대학교 WISE캠퍼스,국내 대학,AI Curriculum & Competencies,전교생 대상 AI 기본교육 체계 구축 및 지역 기반 AI 교육 허브 추진,2026-04-23,2026,"동국대 WISE는 2026년 AI 기본교육과정 개발 지원사업 선정 후 전교생 대상 AI 기본교육 체계 구축을 추진하고, 1차년도 사업비로 AI 기본교육과정 개발·운영을 진행한다고 공식 발표했습니다.",사업 참여가 실제 대학 차원의 교육체계 구축과 교육과정 운영계획으로 연결된 L2 근거입니다.,https://wise.dongguk.ac.kr/article/wisenews/detail/519222,대학 공식 추진계획,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0097,서울여자대학교,국내 대학,AI Curriculum & Competencies,교양-마이크로전공 통합 AI 교육모형,2026-04-23,2026,서울여대는 인간이해와 사회혁신을 위한 교양-마이크로전공 통합 AI 교육모형을 목표로 전공과 무관한 AI 기본역량과 책임 있는 AI 활용을 연결하는 교육체계를 공식 제시했습니다.,서울여대 L2 근거를 조직·인력뿐 아니라 구체적인 교육모형까지 확장합니다.,https://www.swu.ac.kr/bbs/swu/157/134582/artclView.do,대학 공식 교육모형,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0109,창신대학교,국내 대학,AI Curriculum & Competencies,AI 기본교육과정 운영을 위한 학사규정·마이크로디그리 제도 개편,2026-04-01,2026,"창신대는 AI 기본교육과정 운영을 위해 교양필수 신설 근거, AI 활용 3학점 모듈형 교과목, AI 활용 마이크로디그리 편성·이수 기준을 학사 규정과 지침에 반영했습니다.",AI 교육이 사업계획을 넘어 정규 학사제도와 이수체계에 내재화되는 L2+ institutionalization 근거입니다.,https://www.cs.ac.kr/post/13840,대학 공식 규정개편,핵심,verified,official-primary,C,1,1,75,MEDIUM,active,2026-08-27 01:47:09
E0065,고려대학교,국내 대학,AI Policy & Governance,AI 활용 가이드라인,2026-03-30,2026,"교육 현장에서 AI를 올바르게 활용하기 위한 기준과 학문적 진실성·윤리적 책임을 제시하고, 효율성만이 아니라 인간의 사고·성찰·관계 형성을 교육의 중요한 지향으로 명시합니다.",AI 활용 원칙을 대학 교육의 가치와 사회적 책임까지 연결한 국내 공식 가이드 사례입니다.,https://kucec.korea.ac.kr/bbs/gchina/447/177701/download.do,대학 가이드라인,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0064,협성대학교,국내 대학,Academic Integrity & Trust,생성형 AI 활용 가이드라인,2026-03-24,2026,"교육 현장의 책임 있고 윤리적인 AI 활용을 위해 교수·학습 윤리와 학문적 진실성, 개인정보 보호를 기본 원칙으로 제시합니다.","국내 대학의 AI 활용 원칙이 교육 공정성과 신뢰, 개인정보 보호까지 포함하는 사례를 보강합니다.",https://www.uhs.ac.kr/uhs/4666/subview.do,대학 가이드라인,참고,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0029,EDUCAUSE,고등교육 리딩기관,Student Experience & Success,2026 Students and Technology Report: Steady through Change,2026-03-23,2026,"학생 관점에서 생성형 AI, 수업경험, 직업준비, 학생지원과 기술 요구를 조사해 대학 전략과 학생경험의 연결을 다룹니다.",AI 도입의 성과를 기술 자체가 아니라 학생경험·지원·진로준비 관점에서도 추적할 수 있습니다.,https://library.educause.edu/resources/2026/3/2026-educause-students-and-technology-report-steady-through-change,학생경험 연구,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0078,EDUCAUSE,고등교육 리딩기관,Student Experience & Success,2026 EDUCAUSE Students and Technology Report: Steady through Change,2026-03-23,2026,"학생 관점의 기술 경험을 course experiences, workforce preparation, student support와 함께 조사하며 생성형 AI를 포함한 기술 변화가 학생경험과 기관 계획에 미치는 영향을 다룹니다.",AI Radar의 학생 영역을 단순 사용률이 아니라 수업경험·진로준비·학생지원의 결과 관점으로 확장하는 공식 조사 근거입니다.,https://www.educause.edu/content/2026/students-and-technology-report,학생 조사보고서,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0051,University of Queensland / TEQSA,해외 대학,AI in Assessment,Principles for criteria and standards in assessment for gen AI use,2026-03-19,2026,"AI 사용이 허용되는 평가에서 learning outcome, rubric, 접근성, 교수자의 AI 이해와 정기적 기준 검토 원칙을 제시합니다.",AI를 허용하는 평가에서 무엇을 실제로 채점해야 하는지까지 구체화한 대학 수준 사례입니다.,https://www.teqsa.gov.au/guides-resources/protecting-academic-integrity/academic-integrity-toolkit/risks-academic-integrity-ai/principles-criteria-and-standards-assessment-gen-ai-use,평가기준 가이드,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0081,TEQSA,규제·품질보증기관,AI in Assessment,Assessment Adaptation Model — Gen AI,2026-03-19,2026,"TEQSA Academic Integrity Toolkit의 AAM-Gen AI는 Design, Analyse, Act, Inform, Educate, Check, Evaluate의 평가 생애주기 접근으로 고차사고·맥락성·다단계 과제·AI literacy·authenticity 확인을 결합합니다.",AI 시대 assessment redesign을 실제 실행 단계로 분해한 품질보증기관의 구체적 구현 모델입니다.,https://www.teqsa.gov.au/guides-resources/protecting-academic-integrity/academic-integrity-toolkit/risks-academic-integrity-ai/adapting-assessment-age-generative-ai-assessment-adaptation-model,규제기관 실무모델,핵심,verified,official-primary,A,3,1,100,HIGH,active,2026-08-27 01:47:09
E0082,TEQSA,규제·품질보증기관,Academic Integrity & Trust,Revised Academic Integrity Toolkit,2026-03-19,2026,TEQSA는 생성형 AI와 변화한 academic cheating 위험에 대응해 Academic Integrity Toolkit에 assessment design and security와 risks to academic integrity from gen AI 영역을 새로 포함했습니다.,"학업윤리 대응이 탐지·처벌만이 아니라 평가설계와 보안, AI 위험관리까지 확대되는 규제기관 신호입니다.",https://www.teqsa.gov.au/about-us/news-and-events/latest-news/revised-academic-integrity-toolkit-now-available,규제기관 툴킷,핵심,verified,official-primary,A,3,1,100,HIGH,active,2026-08-27 01:47:09
E0044,EDUCAUSE,고등교육 리딩기관,AI Transparency & Trust,From Prompt to Practice: A Framework for Transparent GenAI Use in Higher Education,2026-03-18,2026,"교육개발 과정의 GenAI 활용 정도를 네 단계로 구분하고, 각 단계에 맞는 내부 문서화와 학생 대상 disclosure 수준을 제안합니다.",AI 활용 여부뿐 아니라 생성형 AI가 교육콘텐츠 제작에 얼마나 개입했는지 투명하게 기록·공개하는 새로운 거버넌스 축을 보여줍니다.,https://er.educause.edu/articles/2026/3/from-prompt-to-practice-a-framework-for-transparent-genai-use-in-higher-education,실무 프레임워크,핵심,verified,official-primary,B,2,1,93,HIGH,active,2026-08-27 01:47:09
E0001,교육부·한국대학교육협의회,국내 정책·지원기관,AI Policy & Governance,대학 AI 활용 윤리 가이드라인,2026-02-27,2026,교육부와 한국대학교육협의회가 대학 AI 활용 윤리 가이드라인 시안을 공개하고 의견수렴·보완을 진행했습니다.,최종 확정·배포 여부는 추가 확인이 필요합니다. 시안 단계와 최종 발간을 구분해 추적합니다.,https://www.kcue.or.kr/notice/sub06.php?at=view&idx=658867,가이드라인,핵심,needs_review,official-primary,B,2,0,70,REVIEW,active,2026-08-27 01:47:09
E0087,대구대학교,국내 대학,AI Policy & Governance,대구대학교 생성형 AI 활용 가이드라인,2026-02-25,2026,교육·연구·행정의 생성형 AI 활용을 위한 대학 전체 기본원칙과 교수자·학습자별 안내서를 마련하고 2026학년도 1학기 시범운영 후 2학기 전면 시행 계획을 제시했습니다.,국내 대학에서 AI 정책이 교육뿐 아니라 연구·행정까지 포함하고 시범운영에서 전면 시행으로 연결되는 실제 구현 사례입니다.,https://ctl.daegu.ac.kr/article/SHARE_NOTICE/detail/3007,대학 가이드라인·시행,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0071,Jisc,고등교육 리딩기관,Institutional Transformation,Building digital capability: putting people before platforms,2026-02-13,2026,"대학의 디지털 진전은 인프라 투자만으로 결정되지 않으며, 학생과 직원의 confidence와 capability가 실제 학습·교육·업무 효과에 중요하다고 강조합니다.",AI·디지털 전환을 플랫폼 도입보다 사람·역량·조직 변화 관점에서 추적해야 한다는 근거입니다.,https://www.jisc.ac.uk/blog/building-digital-capability-putting-people-before-platforms-across-fe-and-he,섹터 분석,참고,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0006,OECD,국제·정책기관,Future & Foresight,OECD Digital Education Outlook 2026,2026-01-19,2026,생성형 AI의 교육적 활용을 교수학습 설계와 가드레일 관점에서 다룹니다.,대학의 AI 도입을 도구가 아니라 교육전략 차원에서 보는 근거가 됩니다.,https://www.oecd.org/en/publications/oecd-digital-education-outlook-2026_062a7394-en.html,연구보고서,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
E0061,과학기술정보통신부,국내 정책·지원기관,AI Curriculum & Competencies,2026 인공지능 중심대학 사업,2026-01-19,2026,"기존 소프트웨어 교육 기반을 활용해 대학 내 AI 교육체계를 강화하고, AI 전문인재와 각 전공에 AI를 융합·활용하는 AI 전환 융합인재 양성을 목표로 신규 대학을 선정하는 사업을 추진합니다.",국내 대학 AI 역량이 일부 전공의 도구교육을 넘어 대학 교육체계와 전공 융합 수준으로 확대되는 정책 신호입니다.,https://research.uos.ac.kr/node/8341,정부 사업·정책,핵심,verified,official-primary,B,2,1,93,HIGH,active,2026-08-27 01:47:09
E0083,UNESCO IESALC,고등교육 리딩기관,AI Curriculum & Competencies,The challenges of AI in higher education and the imperative for competency frameworks,2026-01-14 update,2026,UNESCO IESALC는 16개 고등교육기관의 AI 관련 이니셔티브를 검토한 연구를 바탕으로 고등교육 맥락에 특화된 포괄적 AI competency framework의 필요성을 제기합니다.,학교교육용 AI literacy를 그대로 대학에 적용하기보다 고등교육 특화 역량체계가 필요하다는 국제 고등교육 근거입니다.,https://www.iesalc.unesco.org/en/articles/challenges-ai-higher-education-and-imperative-competency-frameworks,국제 고등교육 연구,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0025,Cornell University,해외 대학,AI in Assessment,AI in Assignment Design,2026 current,2026,"Cornell은 AI를 과제에 넣기 전에 무엇을 평가하려는지와 학습성과의 정렬을 먼저 재검토하고, authentic application·reflection·투명한 평가기준을 설계하도록 안내합니다.",AI 허용수준보다 먼저 평가목표와 과제설계를 점검하는 구체적인 교수설계 사례입니다.,https://teaching.cornell.edu/generative-artificial-intelligence/ai-assignment-design,교수설계 가이드,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0033,Stanford University,해외 대학,AI in Assessment,Integrating AI into Assignments,2026 current,2026,"Stanford Teaching Commons는 AI를 과제에 통합할 때 허용조건, 학습목표, 학생 관점과 pedagogic rationale을 명확히 하도록 안내합니다.",대학 차원의 AI 평가 원칙이 실제 과제설계 단계로 어떻게 내려오는지 보여줍니다.,https://teachingcommons.stanford.edu/teaching-guides/artificial-intelligence-teaching-guide/integrating-ai-assignments,교수설계 가이드,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0035,Harvard University,해외 대학,AI in Assessment,Designing Courses & Assignments in the Age of AI,2026 current,2026,"Harvard Bok Center는 학생의 광범위한 GenAI 사용을 전제로 과제와 시험을 다시 설계하고, 과정 중심·인간 중심의 평가와 명확한 수업정책을 강조합니다.",AI 사용 현실을 전제로 교수설계와 평가를 재구성하는 대표적인 대학 사례입니다.,https://bokcenter.harvard.edu/courses-and-assignments-in-age-of-ai,교수설계 가이드,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0036,Harvard University,해외 대학,AI in Assessment,Teach with Generative AI,2026 current,2026,Harvard의 대학 차원 AI teaching resources는 생성형 AI 오용 대응을 위해 human-based learning과 process-based assessment 등 평가 재설계 전략을 제시합니다.,AI 정책을 금지보다 학습설계 변화로 연결하는 대학 차원의 공식 지원체계를 볼 수 있습니다.,https://www.harvard.edu/ai/teaching-resources/,대학 AI 리소스,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0063,경성대학교,국내 대학,AI in Assessment,AI 활용 가이드라인 — 과제·평가 활용 기준,2026 current,2026,"교수자에게 과제·평가에서 생성형 AI 활용 가능 여부를 명확히 구분하고, 학생의 자체 해석·통찰·사례 적용이 포함되도록 최종 과제를 설계하도록 안내합니다.","국내 대학에서 AI 사용표기, 검증, 평가설계를 하나의 교수·학습 가이드라인으로 연결한 공식 사례입니다.",https://kscms.ks.ac.kr/aiguide/CMS/Contents/Contents.do?mCode=MN018,대학 가이드라인,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0024,UCLA,해외 대학,Institutional Transformation,AI in Teaching and Learning: UCLA TLC Principles,2026,2026,"UCLA Teaching & Learning Center는 AI 대응 원칙을 equitable access, student literacy, faculty support, assessment integrity, faculty-driven innovation, research-driven adoption으로 구성합니다.",대학 차원의 AI 교수학습 전략이 어떤 축으로 구조화되는지 보여주는 실제 사례입니다.,https://teaching.ucla.edu/special-initiatives/generative-ai-in-teaching-learning/,대학 전략,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0030,EDUCAUSE,고등교육 리딩기관,Faculty & Workforce,The Impact of AI on Work in Higher Education,2026,2026,"AIR, NACUBO, CUPA-HR와 함께 대학 업무에서의 AI 전략·정책·위험·기회와 교수·직원의 실제 사용을 분석합니다.",AI가 교수학습뿐 아니라 대학 행정과 전문직 업무를 어떻게 바꾸는지 근거 기반으로 볼 수 있습니다.,https://www.educause.edu/research/2026/the-impact-of-ai-on-work-in-higher-education,업무 영향 연구,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0041,고려대학교,국내 대학,AI Policy & Governance,교과목별 생성형 AI 사용 여부 명시 운영,2026,2026,교수자가 생성형 AI의 교육적 장점과 부정적 영향을 함께 고려해 과제 등에서 허용 여부를 결정하고 강의계획서에 명확히 안내하도록 운영합니다.,대학 공통 원칙을 실제 교과목 단위 AI policy로 연결하는 국내 운영 사례입니다.,https://ist.korea.ac.kr/bbs/eng/898/270023/artclView.do,학사 운영,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0059,영남대학교,국내 대학,AI in Assessment,생성형 AI 활용 가이드라인 — 과제 및 평가 재설계,2026,2026,"교수자가 AI 활용 방침을 강의계획서에 명시하고, 단순 요약·재진술보다 비판적 분석·창의적 사고·문제해결력이 드러나는 과제를 설계하도록 안내합니다.",국내 대학의 공식 가이드에서 교과목 AI policy와 평가 재설계를 직접 연결한 사례입니다.,https://enveng.yu.ac.kr/main/life/ai-usage-guidelines.do,대학 가이드라인,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0060,한림성심대학교,국내 대학,AI in Assessment,2026 AI 활용 가이드라인 — 교과목·과제별 허용 기준,2026,2026,"교과목 또는 과제에서 생성형 AI 사용을 단계별로 허용·제한하는 기준을 제시하고, 사고과정 평가 과제와 시험·개별 평가에서는 AI 사용 금지 예시를 명시합니다.",AI 사용을 일괄 허용·금지가 아니라 평가 목적과 과제 단계에 따라 구분하는 국내 공식 사례입니다.,https://arch.hsc.ac.kr/vc/community/notice.do?articleNo=217086&attachNo=198122&mode=download,대학 가이드라인,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0072,Jisc,고등교육 리딩기관,Institutional Transformation,Building a shared baseline for digital maturity across higher education,2026,2026,"Jisc의 고등교육 digital maturity assessment는 Digital and AI capability, infrastructure, data and knowledge management, education/research/student experience 등을 포함하고 5단계 성숙도 수준을 사용합니다.",대학의 AI readiness를 기관 전체 성숙도와 벤치마킹 구조로 측정하는 운영 가능한 모델입니다.,https://www.jisc.ac.uk/innovation/projects/building-a-shared-baseline-for-digital-maturity-across-higher-education,성숙도 평가 프로젝트,핵심,verified,official-primary,B,2,1,93,HIGH,active,2026-08-27 01:47:09
E0085,한국대학교육협의회·교육부,국내 정책·지원기관,AI Curriculum & Competencies,2026년 대학 AI 기본교육과정 개발 지원사업,2026,2026,"전공과 관계없이 모든 대학생이 AI 기본 역량을 갖추고 자신의 전공에 AI를 활용하도록 지원하며, 비공학계열 AI 연계 교육과정, 교수자 AI 역량 강화, 대학 내 전담 추진체계와 성과 확산을 사업 요소로 포함합니다.",국내 AI 역량교육이 개별 대학 선택을 넘어 교육부·대교협의 전국 단위 고등교육 사업으로 제도화된 근거입니다.,https://www.kcue.or.kr/univai/usr/wap/detail.do?app=10202&seq=15472,국가 고등교육 지원사업,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
E0057,QAA Collaborative Enhancement Project,고등교육 리딩기관,AI in Assessment,Evidence-Based Toolkit on Leveraging Generative AI to Support the Graduates of the Future,2025~2026,2026,"고위험 평가 우선 재설계, AI 허용수준별 평가 분류, AI 활용 필수 평가, 투명한 AI disclosure, 탐지기술의 한계 등을 포함한 실행 툴킷을 제시합니다.",Radar가 추적해온 평가 재설계·AI transparency·AI competency 신호가 하나의 실행 프레임워크에서 결합되는 사례입니다.,https://www.qaa.ac.uk/become-a-member/make-the-most-of-your-membership/collaborative-enhancement-projects/generative-ai/exploring-the-opportunities-that-generative-artificial-intelligence-offers-for-higher-education/an-evidence-based-toolkit-on-leveraging-generative-ai-to-support-the-graduates-of-the-future,실행 툴킷,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0007,한국대학교육협의회 (KCUE),국내 정책·지원기관,AI Curriculum & Competencies,2026 대학 AI 기본교육과정 개발 지원사업 시안 공개,2025-12-19,2025,AI 윤리·활용 리터러시와 학문분야별 AX 융합강좌 개발을 포함하는 사업 방향이 제시되었습니다.,2026년 국내 대학 AI 기본교육정책이 어떤 구상에서 출발했는지 볼 수 있습니다.,https://www.kcue.or.kr/_upload/news/2025/12/19/application_5ed250daf14ec3b044349a63a50c58f3.pdf,정책자료,참고,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0023,UCLA,해외 대학,Student AI Use & Literacy,Generative AI Use & Perspectives from the Class of 2025,2025-12,2025,"UCLA 졸업생 조사에서 응답자의 73%가 학업에 GenAI를 사용했다고 답했고, 주된 활용은 주제 조사·브레인스토밍·시험공부였습니다.",AI 정책을 설계할 때 실제 학생 사용행태와 인식을 함께 봐야 한다는 근거가 됩니다.,https://teaching.ucla.edu/news/ucla-student-ai-use-perspectives/,학생조사,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0034,Stanford University,해외 대학,AI Policy & Governance,Academic Integrity Working Group: GenAI and Exam Policies,2025-10-31,2025,"Stanford는 학업윤리 워킹그룹과 다년간의 proctoring pilot을 운영하며, 생성형 AI와 시험 운영에 대한 교수자 가이드를 캠퍼스 단위로 발전시키고 있습니다.",AI 정책이 단순 문서가 아니라 실제 시험운영 파일럿과 부서별 적용으로 이어지는 사례입니다.,https://news.stanford.edu/stories/2025/10/academic-integrity-working-group-generative-ai-exam-policies,대학 운영사례,참고,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0048,TEQSA,고등교육 리딩기관,AI in Assessment,Enacting assessment reform in a time of artificial intelligence,2025-09-24,2025,2023년 평가개혁 원칙을 실제 기관에서 구현하는 사례와 실행방안을 제시합니다.,AI 평가 논의가 원칙 제시에서 실제 implementation 단계로 이동했음을 보여줍니다.,https://www.teqsa.gov.au/guides-resources/resources/corporate-publications/enacting-assessment-reform-time-artificial-intelligence,평가개혁 가이드,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
